Avg min between sent tnx,Avg min between received tnx,Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,avg val received,avg val sent,total ether received,total ether balance,FLAG
162.92,0,2,1,1,2,101,50.499508,101,0.000984218,0
25.67,0.49,3,2,2,3,50.5,33.666163,101,0.001512,0
0,0,1,1,1,1,0.39067,0.390197,0.39067043,0.000473186,0
0,5604.36,0,52,4,0,0.669844,0,34.83190827,34.83190827,0
0,0,1,1,1,1,0.035,0.034528,0.035,0.000471659,0
738.38,758.66,578,464,139,213,25.254746,20.281562,11718.20202,-4.540886436,0
5450.02,8607.45,34,43,3,3,20.867403,26.390598,897.2983445,0.018016049,0
22.26,0,3,1,1,3,101,33.666149,101,0.001554,0
162.05,0.5,2,2,2,2,50.5,50.499508,101,0.000984218,0
163.02,0,2,1,1,2,101,50.499508,101,0.000984218,0
23.21,0,3,1,1,3,101,33.666149,101,0.001554,0
984.61,2518.76,48,16,12,19,11.342021,3.780111,181.4723413,0.0270302,0
800.54,3782.63,161,181,43,76,2.49453,2.880664,451.5100055,-12.27689455,0
0,136.26,1,2,2,1,0.137447,0.274453,0.27489384,0.000441,0
0,0,0,1,1,0,0.001,0,0.001,0.001,0
0,4562.06,0,70,3,0,0.84105,0,58.87351086,58.87351086,0
4751.72,7781.79,27,84,6,5,4.775108,14.855455,401.1091001,0.011816742,0
19507.26,68156.43,8,6,2,3,39.095,29.320581,234.57,0.005351549,0
5161.43,6369.79,26,12,3,13,3.445242,1.588759,41.34290569,0.035176362,0
34.77,4933.56,50,50,2,2,0.122227,0.121031,6.111338425,0.059783305,0
17.94,2060.97,39,40,3,1,9.566143,9.811008,382.6457032,0.01638,0
636.62,1056.25,113,659,9,3,8.878018,51.777827,5850.613836,-0.280664247,0
155.76,1619.3,5214,144,36,3365,57.076446,1.557115,8219.008183,100.2121315,0
0,0,1,1,1,1,0.1,0.09938,0.1,0.00062,0
18.13,6.99,3,2,2,3,50.5,33.666149,101,0.001554,0
13676.14,45637.72,10,12,6,4,2.638899,3.165873,31.66679,0.008055678,0
6034.56,3053.94,72,26,11,36,13.022715,4.967889,338.5905776,-19.0974224,0
16.9,0,3,1,1,3,101,33.666149,101,0.001554,0
17171.6,11439.07,45,22,15,28,32.896731,15.831052,723.7280888,11.33075076,0
0,0,0,1,1,0,0,0,0,0,0
14.59,0,4,1,1,3,101,25.249475,101,0.0021,0
2469.73,5983.05,4,6,6,3,42.500709,63.750592,255.0042532,0.001886178,0
1924.15,5885.43,45,45,41,3,0.298309,0.297505,13.42388352,0.036154765,0
10777.03,25458.58,21,10,7,13,16.278526,8.072238,162.78526,-6.73174,0
3489.53,479.56,62,468,6,2,0.996382,7.52718,466.3069727,-0.378160539,0
0,0,1,1,1,1,1,0.9978,1,0.0022,0
0,0,1,1,1,1,5.994792,5.994288,5.994791537,0.000504,0
161.28,0.4,2,3,3,2,33.666667,50.499508,101,0.000984218,0
0,0,1,1,1,1,1,0.999409,1,0.000591176,0
19892.7,5782.56,33,14,6,13,9.179741,4.013636,128.516376,-3.93362403,0
20.07,1350.64,3,3,3,1,0.114567,0.114109,0.3437,0.001373638,0
105.77,0,2,1,1,2,3.18888,1.593999,3.18888016,0.00088216,0
2.5,24131.49,4,4,2,1,141.383525,141.382592,565.5341,0.003730932,0
2.77,62.09,9994,6,2,4,2.764689,0,16.58813651,16.58813651,0
163.9,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,334.64,1,2,1,1,33.045,66.089559,66.09,0.000441,0
3.27,4715.62,2,2,1,2,0.143031,0.142585,0.28606164,0.000891636,0
15,9732.68,13,13,7,1,7.410372,7.408293,96.33483876,0.02702468,0
2.38,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
23.39,0,3,1,1,3,101,33.666149,101,0.001554,0
55.57,68.37,217,9783,43,5,1.356686,59.705347,13272.46186,316.4014952,0
0,2031.71,0,99,7,0,0.955405,0,94.58508922,94.58508922,0
15.96,470.28,2,2,1,1,2.433288,2.42411,4.86657638,0.0183571,0
0,0,1,1,1,1,0.861997,0.861556,0.86199737,0.000441,0
0,0,1,1,1,1,0.1,0.099395,0.1,0.000604974,0
492.76,224404.42,8,4,4,5,0.785745,0.392621,3.14298,0.00201428,0
0,1959.67,0,175,2,0,5.376566,0,940.8989911,940.8989911,0
22.72,0,3,1,1,3,101,33.666149,101,0.001554,0
10561.92,53480.68,22,12,6,14,1.583038,0.950227,18.99645491,-1.908545093,0
154657.51,0,3,1,1,2,1.689931,0.563002,1.68993136,0.000926142,0
2.73,6982.23,2,2,2,1,28.507417,28.506997,57.01483362,0.00084,0
18.32,0,3,1,1,3,101,33.666149,101,0.001554,0
454.38,634.91,11,1594,2,2,0.05328,2.452727,84.92754904,57.94754905,0
163.47,0.14,2,3,3,2,33.666667,50.499487,101,0.001026218,0
25531.52,5035.52,27,9,3,18,38.379867,14.718021,345.4188,-51.96775781,0
2752.07,26631.65,55,30,3,20,12.855549,7.042109,385.6664821,-1.64949904,0
0,0,0,1,1,0,8.5,0,8.5,8.5,0
0,0,1,1,1,1,19.99895,19.99811,19.99895,0.00084,0
9305.88,7089.83,2,2,1,2,3.735616,3.733779,7.47123215,0.003675,0
20.77,0,3,1,1,3,101,33.666149,101,0.001554,0
85.6,1272.51,202,618,9,1,0.337962,1.033133,208.8603836,0.167448159,0
162.23,0.03,2,2,2,2,50.5,50.499487,101,0.001026218,0
9521.8,6496.51,33,36,1,2,1.002566,1.093283,36.09236355,0.014018347,0
8949.04,29806.07,19,10,10,9,0.34488,0.306535,3.44880412,-2.375356377,0
2.95,4257.15,14,14,2,1,0.941195,0.940775,13.17673659,0.00588,0
7.48,23684.7,7,6,4,1,15.1225,12.961399,90.735,0.00520574,0
3610.63,48827.05,13,19,10,8,0.676096,0.987549,12.84583132,0.007690784,0
0,4627.71,0,69,4,0,0.801578,0,55.30887946,55.30887946,0
0,0,1,1,1,1,1.321723,1.321251,1.32172265,0.000471636,0
155.95,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,1757.99,0,129,2,0,0.250161,0,32.27078927,32.27078927,0
25.48,0.28,3,2,2,3,50.5,33.666163,101,0.001512,0
19.43,0.38,4,3,3,3,33.666667,25.249496,101,0.002016,0
3832.66,20453.16,39,11,4,18,6.817887,4.359305,74.99675469,-95.01614472,0
20.52,0,3,1,1,3,101,33.666149,101,0.001554,0
5866.71,2119.58,6,10,2,2,29.491,49.151167,294.91,0.003,0
5938.07,11706.47,25,24,19,3,4.578251,4.394682,109.878029,0.010988961,0
23.98,761.55,1289,1983,12,3,0.659009,1.012759,1306.814135,1.368378233,0
18.77,138.96,5,10,4,5,95.226721,190.452969,952.2672131,0.002370218,0
22351.04,5730.95,18,16,7,9,1.285465,1.092074,20.56743944,0.910111008,0
0,2534.07,0,126,4,0,0.17766,0,22.38514299,22.38514299,0
159.14,0.69,2,2,2,2,50.5,50.499508,101,0.000984218,0
535.04,5922.75,1704,14,6,15,1.598936,0.039659,22.38510605,-45.19423616,0
13430.7,16340.08,53,14,13,20,5.325508,1.085525,74.5571056,17.02429577,0
0,1817.01,0,106,3,0,0.217013,0,23.0033331,23.0033331,0
3.65,197940.52,4,4,4,2,418.361676,418.359309,1673.446702,0.009467107,0
106.33,0.21,3,2,2,2,50.5,33.666171,101,0.001488218,0
0,2412.23,0,94,4,0,0.42474,0,39.92552298,39.92552298,0
14.27,847.93,1978,2004,11,3,4.690398,4.751224,9399.557032,1.636385026,0
2623.88,486.72,2,2,1,1,45.005,45.004748,90.01,0.00050403,0
0,32396.62,0,7,4,0,2.169652,0,15.18756381,15.18756381,0
2.97,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
2614.2,2118.86,126,96,41,67,8.270401,6.405333,793.9585305,-13.11341292,0
34.84,5361.18,3,3,3,1,2.5,2.499498,7.5,0.001506847,0
15.61,19327.87,5,5,1,5,4.202764,4.202327,21.01382,0.002184,0
27.93,3011.5,12,5,1,4,1.23602,0.513917,6.1801,0.0131,0
914.86,6018.77,27,39,3,1,0.067484,0.097059,2.631878259,0.011279985,0
21.39,0,3,1,1,3,101,33.666149,101,0.001554,0
3.14,784.01,482,482,4,1,1.090077,1.089319,525.4169456,0.365361549,0
21.94,0,3,1,1,3,101,33.666149,101,0.001554,0
5.14,783.05,779,824,18,1,56.381856,59.638411,46458.64919,0.327180008,0
0,31305,0,7,1,0,2.056072,0,14.39250575,14.39250575,0
158.4,0.69,2,2,2,2,50.5,50.499508,101,0.000984218,0
67691.12,0,2,1,1,2,0.70927,0.20127,0.70926957,0.30672963,0
163.83,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,0,1,1,1,1,1.003982,1.00351,1.0039819,0.000471636,0
14.79,529.38,2879,3022,8,3,2.258151,2.369419,6824.131634,2.574987535,0
11200.08,5511.61,18,6,6,8,4.266438,1.421005,25.598627,0.020535648,0
3221.64,4480.04,283,16,11,73,0.121316,0.081465,1.94105029,-21.1134337,0
0,0,1,1,1,1,0.53,0.5278,0.53,0.0022,0
9174.48,1032.22,103,27,12,57,1.643345,0.423506,44.37031997,0.749186791,0
9676.37,46570.37,7,5,2,7,7.235761,5.157857,36.178805,0.073805,0
18424.89,48149.18,9,8,5,2,11.418546,10.14844,91.34836781,0.012411241,0
0,0,1,1,1,1,4.395,4.394214,4.395,0.00078606,0
6900.67,7993.31,141,27,10,41,280.702992,56.310753,7578.980785,-360.8354499,0
0,0,1,1,1,1,1.99,1.989748,1.99,0.00025202,0
0,1881.38,0,130,6,0,0.208538,0,27.10995407,27.10995407,0
21.65,0,3,1,1,3,101,33.666149,101,0.001554,0
9673.63,8132.74,36,76,6,4,32.662884,68.954255,2482.379209,0.026041719,0
162.22,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
8576.44,49.15,33,7,6,25,1.628329,0.388939,11.39830291,-1.43669709,0
161.04,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
120411.9,2987.4,3,2,1,2,10.5,0.466667,21,19.6,0
2.58,0,4,2,2,3,1000.5,500.249528,2001,0.001886545,0
4446.65,87200.67,10,8,7,8,0.175894,0.140496,1.40714988,0.00219337,0
55.7,122.02,31,151,1,11,4.743747,23.106071,716.3057439,0.01753388,0
160.03,0.22,2,3,3,2,33.666667,50.499508,101,0.000984218,0
0,0,1,1,1,1,0.470629,0.470158,0.47062942,0.000471636,0
161.45,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
163780.12,0,2,1,1,2,0.002465,7.00E-05,0.00246512,0.00232568,0
0,0,1,1,1,1,4.995,4.99458,4.995,0.00042002,0
0,78670.32,0,6,1,0,0,0,0,0,0
24.29,0.59,3,2,2,3,50.5,33.666159,101,0.001523001,0
6416.37,3469.12,95,23,8,42,3.740153,0.970799,86.02352031,-6.202405046,0
0,56.31,0,494,4,0,4.00E-05,0,0.02,0.02,0
14773.89,39386.73,17,12,8,12,2.46504,1.611382,29.58047519,2.18698519,0
54345.49,0,2,1,1,1,7.1,3.549559,7.1,0.000882,0
3.3,37447.94,9,9,8,1,19.631434,19.630371,176.6829079,0.00957045,0
0,0,1,1,1,1,0.120301,0.119829,0.120301109,0.000471636,0
162.42,0,2,1,1,2,101,50.499508,101,0.000984218,0
1.47,0.51,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
6.22,4288.13,101,101,3,1,0.658375,0.657242,66.49582472,0.114346012,0
0,0,1,1,1,1,0.953062,0.952558,0.95306226,0.000504,0
162.92,0.15,2,4,4,2,25.25,50.499508,101,0.000984218,0
19.12,0,3,1,1,3,101,33.666149,101,0.001554,0
3.66,77113.44,3,3,3,1,7.332983,7.332086,21.99895,0.00269186,0
1199.39,2173.15,234,138,22,45,86.524912,59.427887,11940.43782,-1965.68779,0
106.52,0.97,3,2,2,3,50.5,33.666179,101,0.001464437,0
14076,4744.02,46,32,6,18,11.666274,8.809154,373.3207618,-31.90030379,0
36.77,3102.03,271,361,10,1,4.712976,6.277373,1701.3843,0.216102577,0
156.87,5.4,2,2,2,2,50.5,50.499487,101,0.001026218,0
0,3.85,0,9999,330,0,0.003802,0,38.017,38.017,0
0,0,1,1,1,1,3.15,3.149528,3.15,0.000471636,0
8782.87,9575.43,57,28,10,23,5.609592,2.998811,157.0685627,-13.86363733,0
0.81,14872.31,21,21,2,3,0.337008,0.336068,7.077161,0.01974,0
0,4.64,1,2,1,1,3.462423,6.924362,6.92484692,0.0004851,0
0,2073.53,0,154,3,0,0.531882,0,81.90989038,81.90989038,0
0,6541.29,0,22,7,0,3.497687,0,76.94912401,76.94912401,0
10.98,652.71,1407,2026,12,3,2.408585,3.467495,4879.792202,1.027110559,0
2011.12,4215.1,39,25,8,33,14.853563,9.520765,371.339068,0.029221478,0
0,2081.99,0,110,7,0,0.433954,0,47.73491496,47.73491496,0
9571.15,8715.39,32,32,4,2,14.084553,14.083635,450.7056958,0.029372443,0
0,1989.17,0,114,3,0,0.311136,0,35.46949621,35.46949621,0
10269.07,16752.07,8,14,3,8,1.835974,3.212181,25.70364154,0.006191869,0
1666.38,2674.33,38,124,11,33,0.072103,0.234796,8.940771682,0.01852628,0
5.14,25734.14,9,9,4,9,0.481306,0.480782,4.331750199,0.004716176,0
158.55,1.78,2,2,2,2,50.5,50.499286,101,0.001428506,0
0,1.65,0,2,1,0,0.499528,0,0.99905674,0.99905674,0
158.66,0,2,1,1,2,101,50.499508,101,0.000984218,0
1211.93,369.71,2,2,1,2,0.505168,0.502689,1.01033627,0.0049574,0
25.14,0.08,3,2,2,3,50.5,33.666163,101,0.001512,0
0,0,1,1,1,1,11,10.99938,11,0.00062,0
10.77,1046.93,1507,1528,3,2,0.386105,0.390753,589.9688797,1.104067079,0
4481,826.6,64,61,22,34,2.399229,2.286314,146.3529462,0.028852362,0
72346.7,5896.79,5,93,8,3,120.218386,2236.061666,11180.30988,0.001553992,0
50.84,429.69,603,3723,10,3,0.325192,2.006568,1210.690815,0.730177958,0
164.7,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,4907.12,0,18,3,0,8.097359,0,145.7524674,145.7524674,0
1.93,4140.34,2,2,2,1,0.996273,0.995809,1.992545498,0.000927256,0
0,0,1,1,1,1,22,21.99938,22,0.00062,0
83.87,653.37,190,192,1,2,0.141219,0.142286,27.11413784,0.079821,0
160.54,0.21,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,1399.42,0,143,4,0,1.191433,0,170.3748498,170.3748498,0
32.43,3016.12,481,489,6,2,0.571675,0.582446,279.549246,-0.607219961,0
0,0,1,1,1,1,5,4.99938,5,0.00062,0
1739.48,57164.83,3,2,1,3,1.1975,1.1,2.395,-0.905,0
0,0,1,1,1,1,0.61,0.60938,0.61,0.00062,0
108.18,0,3,2,2,3,50.5,33.666157,101,0.001530218,0
566.78,21176,57,22,14,35,1.370483,0.533526,30.15061763,-0.260364635,0
33.41,0,3,1,1,3,101,33.666163,101,0.001512,0
0,0,1,1,1,1,0.295,0.294528,0.295,0.000471636,0
161.87,0,2,1,1,2,101,50.499487,101,0.001026218,0
4.93,154.49,2,2,2,1,65.1,65.098037,130.2,0.00392689,0
823.89,187953.36,9,5,5,6,0.277408,0.153579,1.38704121,0.00483033,0
1144.86,1812.83,109,344,21,26,5.455237,17.220073,1876.601493,-0.386417617,0
2365.36,12614.22,21,19,5,1,6.010661,8.436557,114.202567,-62.96513712,0
0,26473.18,0,2,2,0,10,0,20,20,0
2843.38,701.23,25,32,28,9,116.53422,190.1628,3729.095025,-1024.974975,0
692.16,6966.26,56,16,6,15,2.979156,0.842804,47.66649089,0.46949099,0
101.46,0,3,1,1,2,101,33.666171,101,0.001488218,0
4.2,8367.17,5,5,5,1,9.341723,9.340871,46.70861376,0.00425771,0
21.68,0,3,1,1,3,101,33.666149,101,0.001554,0
546.06,0,135,1,1,2,10.026984,0.420674,10.02698358,-46.76401642,0
7.1,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
0,475.53,0,663,1,0,0.100859,0,66.86982305,66.86982305,0
0,10442.99,0,2,1,0,0,0,0,0,0
230.52,4123.1,203,210,3,4,0.334369,0.345122,70.21749861,0.15771314,0
1043.02,171177.5,4,3,3,3,0.563625,0.418725,1.69087397,0.01597397,0
11202.05,17632.22,16,8,3,11,12.255215,6.197056,98.04171979,-1.111170747,0
160.58,0,2,1,1,2,101,50.499286,101,0.001428506,0
164.72,0,2,2,2,2,50.5,50.499487,101,0.001026218,0
18514.48,35.44,34,3,2,5,36.059534,3.438417,108.178602,-8.727575427,0
107.63,0,3,1,1,3,101,33.666179,101,0.001464437,0
10015.17,31639.41,13,9,2,6,1.583908,1.095243,14.25516985,0.01701687,0
2.12,0,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
0,1766.28,0,165,3,0,0.87326,0,144.0878218,144.0878218,0
14.84,0,7,1,1,3,101,14.428067,101,0.003528,0
17.13,0,3,1,1,3,101,33.666149,101,0.001554,0
47.23,7324.93,42,41,3,42,0.821384,0.801334,33.67675746,0.020727636,0
3084.25,842.74,10,123,3,1,12.35673,151.986265,1519.877818,0.01516962,0
1976.45,1758.19,22,9,4,11,16.038995,6.560608,144.3509569,0.017582067,0
0,0,1,1,1,1,0.173792,0.173287,0.17379244,0.000505656,0
0,0,1,1,1,1,0.1,0.099496,0.1,0.000504,0
21.36,0,3,1,1,3,101,33.666149,101,0.001554,0
18.53,0,3,1,1,3,101,33.666149,101,0.001554,0
40686.65,24242.29,10,10,2,2,7.727419,7.726962,77.2741935,0.004577207,0
2818.92,1493.28,190,5,3,10,2.129554,0.097633,10.64776966,-7.90259034,0
1861.95,3299.78,283,169,78,87,9.440878,5.951868,1595.508449,-88.87025642,0
0,0,1,1,1,1,1.000179,0.999675,1.000179357,0.000504,0
161.92,0.5,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,0,1,1,1,1,0.597475,0.595275,0.59747468,0.0022,0
0,1518.9,1,2,1,1,1.995,3.989559,3.99,0.000441,0
0,25194.73,0,9,2,0,104.788889,0,943.1,943.1,0
202471.56,397.62,3,149,2,2,6.140223,304.963244,914.8932395,0.0035075,0
33.44,0,3,1,1,3,101,33.666163,101,0.001512,0
160.61,0.63,2,2,2,2,50.5,50.499508,101,0.000984218,0
3.27,0.52,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
2029.44,2772.94,100,321,89,63,0.139158,0.442656,44.66959806,0.403968907,0
46332.51,39450.96,6,6,1,6,3.706397,3.705956,22.23838401,0.002646,0
0,0,1,1,1,1,2.325925,2.325139,2.32592542,0.00078606,0
0,1971.81,0,115,4,0,0.23263,0,26.75245414,26.75245414,0
1084.37,2309.6,261,29,13,8,0.13186,0.012686,3.82393082,0.512875621,0
0,15.63,0,9999,1,0,0,0,0,0,0
5.16,34918.47,5,5,4,1,3.723225,3.721302,18.61612389,0.009613723,0
41816.88,58905.01,8,11,4,6,3.751482,2.0325,41.2663,25.0063,0
42862.41,8542.04,6,7,6,5,2.386581,3.083288,16.70606522,-1.793660082,0
17521.42,2173.56,14,7,4,9,4.435165,2.439164,31.04615308,-3.102146976,0
21,0,3,1,1,3,101,33.666149,101,0.001554,0
26855.44,35030.82,29,6,4,15,125.333333,5.206,752,601.0260114,0
165.65,0,2,1,1,2,101,50.708363,101,-0.416725812,0
164.28,0,2,1,1,2,101,50.499508,101,0.000984218,0
12214.73,8097.85,44,17,10,21,3.661339,1.787057,62.24276991,-16.38774081,0
0,0,1,1,1,1,23.944569,23.944065,23.944569,0.000504,0
22.48,0,3,1,1,3,101,33.666149,101,0.001554,0
1520.24,4795.52,86,64,12,26,85.850984,64.235209,5494.462949,-29.7650507,0
377913.42,11269.86,2,5,3,1,6.0254,7.5,30.127,15.127,0
0,0,1,1,1,1,3,2.99938,3,0.00062,0
9988.21,23826.16,7,5,3,2,1.42696,1.018722,7.1348,0.00374573,0
22.27,1045.39,1261,1458,13,3,18.753396,21.68215,27342.45139,1.259710975,0
0,16745.47,0,6,3,0,5.780215,0,34.68129065,34.68129065,0
3.76,5100.19,43,44,28,1,9.905784,10.135065,435.8545075,0.046696362,0
0,3012.62,0,106,4,0,0.203145,0,21.53339222,21.53339222,0
348.76,12696.72,178,21,12,20,3.500582,2.199515,73.51222911,-318.001518,0
125.71,2436.45,132,197,2,2,0.060154,0.089288,11.85031309,0.064324286,0
0,0,1,1,1,1,0.073643,0.073023,0.07364318,0.00062,0
7254.65,94500.98,6,3,3,5,0.615896,0.307215,1.84768807,0.0043994,0
163.33,0,2,1,1,2,101,50.499508,101,0.000984218,0
3.09,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
31.07,13.7,172,9828,1093,3,30.860122,1719.273256,303293.2751,7578.275097,0
7.17,3798.53,3,3,1,1,0.540433,0.539611,1.6213,0.002466022,0
160.8,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
21.81,0,3,1,1,3,101,33.666149,101,0.001554,0
87.41,8403.19,44,57,2,1,0.76313,0.98721,43.49842197,0.061170938,0
0,0,1,1,1,1,1.016519,1.015183,1.01651922,0.00133589,0
2018.85,5951.41,35,47,1,2,0.158842,0.212792,7.465559308,0.017856668,0
0,6028.68,0,33,2,0,0.904827,0,29.85930017,29.85930017,0
0,0,1,1,1,1,0.454387,0.453916,0.45438743,0.000471636,0
0,0,0,1,1,0,3.77,0,3.77,3.77,0
0,214.21,0,4247,932,0,0.00048,0,2.036687015,2.036687015,0
0,5399.48,0,42,4,0,0.805386,0,33.82622659,33.82622659,0
160.91,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
162.18,0.6,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,2289.76,0,100,5,0,0.95769,0,95.76903228,95.76903228,0
7.14,52.71,5089,4911,5,5067,125.373384,127.021936,615708.6876,-30705.94223,0
161.04,1.78,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,5669.69,0,40,8,0,7.881388,0,315.255538,315.255538,0
0,2983.77,0,76,6,0,18.914845,0,1437.5282,1437.5282,0
0,30339.75,0,9,2,0,0.340709,0,3.066385239,3.066385239,0
0,0,1,1,1,1,0.199608,0.199136,0.199607581,0.000471636,0
73.72,5049.43,153,164,2,1,1.233799,1.321592,202.3429773,0.13937816,0
51087.09,19369.78,8,3,2,8,0.042439,0.015567,0.12731818,0.002784653,0
0,1929.89,0,151,5,0,1.215183,0,183.4927076,183.4927076,0
162.18,0.37,2,2,2,2,50.5,50.499508,101,0.000984218,0
31730.32,4592.35,12,10,3,6,5.403581,4.918225,54.03580702,-4.982892965,0
0,373502.99,1,2,2,1,2.637464,0.234521,5.274928,5.040407,0
3.94,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
187079.53,12154.99,4,12,4,1,8.73961,26.218424,104.8753148,0.001617,0
41.24,1170.44,1180,1047,16,831,220.622704,195.755349,230991.9711,0.659788705,0
48.35,3501.52,156,159,3,1,1.604949,1.635393,255.1868407,0.06552,0
0,0,1,1,1,1,0.25,0.249496,0.25,0.000504,0
0.67,15574.88,2,2,1,2,4.745,4.74395,9.49,0.0021,0
0,30250.38,0,2,2,0,27.561724,0,55.12344882,55.12344882,0
6.67,66745.12,3,3,3,1,2.623333,2.620523,7.87,0.00842953,0
2.64,313.51,43,45,2,1,3.467268,3.628116,156.0270457,0.01806,0
18509.58,12261.06,8,25,22,8,1.030983,3.428573,25.7745665,-1.654015867,0
49270.89,2747.71,4,3,2,1,11.819929,8.864419,35.45978652,0.0021109,0
0,7728.89,0,13,5,0,25.953565,0,337.39634,337.39634,0
2.43,17983.02,8,8,5,1,4.999948,4.99934,39.99958,0.004859287,0
0,0,1,1,1,1,0.999118,0.998498,0.999118,0.00062,0
22.21,0,3,1,1,3,101,33.666149,101,0.001554,0
156.18,0,2,1,1,2,101,50.499508,101,0.000984218,0
0,0,1,1,1,1,0.070631,0.070011,0.0706311,0.00062,0
828.93,27856.41,13,29,4,2,0.455218,1.01457,13.20131581,0.011899662,0
17.44,1377.4,526,525,8,2,0.205252,0.204205,107.7575556,0.345773625,0
64308.21,97756.17,16,2,2,6,5101.6,637.686983,10203.2,0.208274039,0
15443.73,2290.11,81,219,12,30,22.491934,61.124582,4925.733592,-25.35755275,0
0,0,1,1,1,1,1.643362,1.633,1.64336218,0.01036218,0
6.99,23929.79,21,22,8,1,0.347226,0.362149,7.638977366,0.033839536,0
161.67,0.04,2,2,2,2,50.5,50.499286,101,0.001428506,0
1106.47,973.03,152,119,37,64,56.276635,48.277614,6696.919615,-641.2776849,0
2.18,16147.1,7,8,2,1,3.093289,3.534767,24.7463086,0.00294,0
0,1308.64,0,244,6,0,0.269838,0,65.8404692,65.8404692,0
3.94,43647.13,5,5,3,1,202.545818,202.545018,1012.729089,0.003999663,0
19.62,0,3,1,1,3,101,33.666149,101,0.001554,0
2.19,1851.57,53,53,9,1,0.39061,0.389876,20.7023053,0.038886675,0
83.74,25609.02,8,10,3,1,94.036065,117.542294,940.3606484,0.022297917,0
233.27,28279.08,30,29,3,24,0.05058,0.048367,1.46680967,0.01581365,0
22.85,0.58,3,2,2,3,50.5,33.666149,101,0.001554,0
1755.04,6629.43,120,91,36,70,6.137927,4.653928,558.5513802,0.080058507,0
3475.29,3248.02,18,83,5,11,0.088376,0.348889,7.335177878,1.055177878,0
0,5154.2,0,44,3,0,0.889365,0,39.13206873,39.13206873,0
23.71,0.07,3,2,2,3,50.5,33.666149,101,0.001554158,0
30.23,100652.52,2,2,2,2,2.160218,2.159756,4.32043527,0.000924,0
0,9945.5,0,20,8,0,3.688443,0,73.76886204,73.76886204,0
42022.48,0,13,1,1,5,7.718505,1.592519,7.71850503,-12.98424455,0
2.29,633.02,3,3,2,3,0.323333,0.322867,0.97,0.001398233,0
0,0,1,1,1,1,5,4.998489,5,0.00151135,0
157.49,0,2,1,1,2,101,50.499508,101,0.000984218,0
4774.08,3216.21,65,79,1,3,0.209582,0.254257,16.55701217,0.030293045,0
0,0,1,1,1,1,4.5,4.49916,4.5,0.00084,0
606.15,11064.5,510,22,6,18,27.466091,1.710984,604.254,-268.348,0
0,1926.03,0,100,3,0,0.293066,0,29.30656763,29.30656763,0
165.75,0.01,2,3,3,2,33.666667,50.499487,101,0.001026218,0
6757.46,1610.22,49,234,7,13,0.163169,0.778224,38.18158062,0.048580622,0
158.08,0.84,2,2,2,2,50.5,50.499286,101,0.001428506,0
1638.19,443.91,48,5,2,3,0.137516,0.013911,0.6875787,0.019842174,0
24419.57,0,6,1,1,5,0.607,0.100726,0.60699977,0.002646,0
9841.52,6962.46,60,149,19,31,38.907013,103.125902,5797.144957,-390.4091426,0
160.38,0.39,2,2,2,2,50.5,50.499508,101,0.000984218,0
7609.51,6435.77,56,18,13,30,2.687878,1.259391,48.381798,-22.144102,0
0,0,1,1,1,1,0.890309,0.889837,0.89030858,0.000471636,0
24.32,0.23,3,2,2,3,50.5,33.666159,101,0.001523001,0
25.88,0,2,1,1,2,101,50.499475,101,0.00105,0
154.87,0,2,1,1,2,101,50.499508,101,0.000984218,0
109.47,0,3,1,1,3,101,33.666171,101,0.001488218,0
161.24,0.3,2,2,2,2,50.5,50.499508,101,0.000984218,0
8.45,3497.89,356,429,5,2,0.704813,0.848755,302.3649021,0.208115528,0
0,0,1,1,1,1,0.869489,0.868869,0.86948919,0.00062,0
18.32,0,3,1,1,3,101,33.665988,101,0.002035312,0
106.47,1.21,3,2,2,2,50.5,33.666171,101,0.001488218,0
160.85,0.21,2,2,2,2,50.5,50.499508,101,0.000984218,0
54.81,3236.19,24,100,2,1,0.19631,0.817177,19.6309982,0.018745536,0
430287.67,9324.78,2,3,2,2,9.5595,14.33821,28.6785,0.00207925,0
17.87,3229.4,214,214,4,1,0.082543,0.081824,17.6641815,0.153782052,0
6803.29,8857.97,16,15,4,11,1.552208,1.45438,23.28311529,0.01303537,0
